2 ; 1 ; 1.11298799e-05
4 ; 1 ; 1.154825e-05
8 ; 1 ; 1.262718e-05
16 ; 1 ; 1.373512e-05
32 ; 1 ; 1.466727e-05
64 ; 1 ; 1.676272e-05
128 ; 1 ; 1.77023e-05
256 ; 1 ; 2.143172e-05
512 ; 1 ; 2.704326e-05
1024 ; 1 ; 3.449634e-05
2048 ; 1 ; 5.505714e-05
4096 ; 1 ; 9.025288e-05
8192 ; 1 ; 0.00016463699
16384 ; 1 ; 0.00031893368
32768 ; 1 ; 0.00065215338
65536 ; 1 ; 0.0012779498
131072 ; 1 ; 0.0025497516
262144 ; 1 ; 0.0065252951
524288 ; 1 ; 0.014994711
1048576 ; 1 ; 0.030791128
2097152 ; 1 ; 0.061573798
4194304 ; 1 ; 0.13139649
2 ; 2 ; 8.054466e-05
4 ; 2 ; 7.827146e-05
8 ; 2 ; 7.895294e-05
16 ; 2 ; 7.336915e-05
32 ; 2 ; 7.901634e-05
64 ; 2 ; 8.90242e-05
128 ; 2 ; 8.574291e-05
256 ; 2 ; 9.447926e-05
512 ; 2 ; 0.00010080311
1024 ; 2 ; 0.00013593345
2048 ; 2 ; 0.00012180706
4096 ; 2 ; 0.00014002031
8192 ; 2 ; 0.00018900905
16384 ; 2 ; 0.00029149252
32768 ; 2 ; 0.0004545837
65536 ; 2 ; 0.0008460552
131072 ; 2 ; 0.0015631547
262144 ; 2 ; 0.0051341243
524288 ; 2 ; 0.013884983
1048576 ; 2 ; 0.029177563
2097152 ; 2 ; 0.057971928
4194304 ; 2 ; 0.11589104
2 ; 4 ; 0.00044766905
4 ; 4 ; 0.00036008949
8 ; 4 ; 0.00014123556
16 ; 4 ; 0.00027889705
32 ; 4 ; 0.00060457378
64 ; 4 ; 0.00026174113
128 ; 4 ; 0.00072868708
256 ; 4 ; 0.00030620266
512 ; 4 ; 0.00020306404
1024 ; 4 ; 0.00024607191
2048 ; 4 ; 0.00028961426
4096 ; 4 ; 0.00047299671
8192 ; 4 ; 0.00031131691
16384 ; 4 ; 0.0003685783
32768 ; 4 ; 0.00041840284
65536 ; 4 ; 0.00083816148
131072 ; 4 ; 0.0019258174
262144 ; 4 ; 0.0051646372
524288 ; 4 ; 0.015144068
1048576 ; 4 ; 0.033032763
2097152 ; 4 ; 0.067734577
4194304 ; 4 ; 0.13232253
2 ; 8 ; 0.00017179724
4 ; 8 ; 0.00024289126
8 ; 8 ; 0.00034037512
16 ; 8 ; 0.00033084638
32 ; 8 ; 0.00042049108
64 ; 8 ; 0.00042412297
128 ; 8 ; 0.00049665104
256 ; 8 ; 0.0005734553
512 ; 8 ; 0.0008273128
1024 ; 8 ; 0.00084278035
2048 ; 8 ; 0.00072160069
4096 ; 8 ; 0.00082271609
8192 ; 8 ; 0.00088003606
16384 ; 8 ; 0.00100809408
32768 ; 8 ; 0.0016110468
65536 ; 8 ; 0.0019573439
131072 ; 8 ; 0.0028838673
262144 ; 8 ; 0.0063879742
524288 ; 8 ; 0.016362579
1048576 ; 8 ; 0.03129731
2097152 ; 8 ; 0.06284617
4194304 ; 8 ; 0.12252419
2 ; 16 ; 0.00034891334
4 ; 16 ; 0.00049403727
8 ; 16 ; 0.00076442474
16 ; 16 ; 0.00064070346
32 ; 16 ; 0.00080420559
64 ; 16 ; 0.00084421613
128 ; 16 ; 0.00137315443
256 ; 16 ; 0.00126776063
512 ; 16 ; 0.0012382341
1024 ; 16 ; 0.001263273
2048 ; 16 ; 0.0016678591
4096 ; 16 ; 0.00177991
8192 ; 16 ; 0.0017799385
16384 ; 16 ; 0.0019624253
32768 ; 16 ; 0.0022199965
65536 ; 16 ; 0.0030782027
131072 ; 16 ; 0.0036947322
262144 ; 16 ; 0.007302495
524288 ; 16 ; 0.016099026
1048576 ; 16 ; 0.032914294
2097152 ; 16 ; 0.063863263
4194304 ; 16 ; 0.12261658
